rally_id,game_id,match_id,rally_number,winning_team_id,serving_team_id,serving_player_id,returning_team_id,returning_player_id,thirdshot_player_id,third_shot_type,timeout,timeout_team_id,rally_length,ending_type,ending_player_id
R37113,G866,M658,10,T671,T671,P794,T676,P799,P794,Drop,N,N/A,14,Error,P792
R37114,G866,M658,11,T676,T671,P794,T676,P792,P794,Drop,N,N/A,5,Error,P793
R37115,G866,M658,12,T671,T676,P792,T671,P794,P792,Drop,N,N/A,3,Error,P792
R37116,G866,M658,13,T671,T676,P799,T671,P793,P792,Drop,N,N/A,4,Winner,P793
R37117,G866,M658,14,T676,T671,P794,T676,P792,P794,Drive,N,N/A,6,Winner,P799
R37118,G866,M658,15,T676,T671,P793,T676,P799,P793,Drive,N,N/A,8,Winner,P799
R37120,G866,M658,17,T676,T676,P799,T671,P793,P799,Drive,N,N/A,3,Winner,P799
R37122,G866,M658,19,T676,T676,P799,T671,P793,N/A,"",N,N/A,2,Error,P793
R37123,G866,M658,20,T671,T676,P799,T671,P794,P799,Drop,N,N/A,17,Error,P799
R37124,G866,M658,21,T671,T671,P794,T676,P799,N/A,"",N,N/A,2,Error,P799
R37127,G866,M658,24,T676,T671,P793,T676,P792,P794,Drop,N,N/A,13,Error,P793
R37128,G866,M658,25,T676,T676,P799,T671,P794,N/A,"",N,N/A,2,Error,P794
R37129,G866,M658,26,T671,T676,P799,T671,P793,P799,Drive,N,N/A,5,Error,P792
R37130,G866,M658,27,T671,T676,P792,T671,P794,P792,Drop,N,N/A,6,Winner,P793
R37131,G866,M658,28,T671,T671,P794,T676,P792,P793,Drop,N,N/A,9,Winner,P793
R37132,G866,M658,29,T676,T671,P794,T676,P799,N/A,N/A,N,N/A,1,Error,P794
R37133,G866,M658,30,T671,T671,P793,T676,P792,P793,Drop,N,N/A,5,Winner,P793
R37134,G866,M658,31,T676,T671,P793,T676,P799,P793,Drop,N,N/A,5,Error,P794
R37135,G866,M658,32,T671,T676,P792,T671,P794,P799,Drop,N,N/A,3,Error,P799
R37137,G866,M658,34,T671,T676,P799,T671,P794,P792,Drop,N,N/A,6,Winner,P794
R37138,G866,M658,35,T671,T671,P794,T676,P799,P794,Drop,N,N/A,8,Error,P799
R37139,G866,M658,36,T671,T671,P794,T676,P792,P794,Drop,N,N/A,5,Winner,P794
R37141,G866,M658,38,T671,T671,P793,T676,P792,P793,Drive,N,N/A,9,Winner,P793
R37142,G866,M658,39,T671,T671,P793,T676,P799,P794,Drive,N,N/A,10,Error,P799
R37143,G866,M658,40,T671,T671,P793,T676,P792,P794,Drop,N,N/A,6,Error,P799
R37144,G866,M658,41,T676,T671,P793,T676,P799,N/A,N/A,N,N/A,1,Error,P793
R37146,G866,M658,43,T671,T676,P799,T671,P794,P799,Drop,N,N/A,3,Error,P799
R37147,G866,M658,44,T671,T676,P792,T671,P793,N/A,N/A,N,N/A,1,Error,P792
R37148,G866,M658,45,T676,T671,P793,T676,P792,P794,Drop,N,N/A,5,Error,P793
R38433,G897,M689,26,T361,T361,P462,T713,P829,P196,Drop,N,N/A,7,Winner,P196
R38434,G897,M689,27,T713,T361,P462,T713,P197,P462,Drive,N,N/A,6,Winner,P829
R38435,G897,M689,28,T713,T713,P197,T361,P462,P197,Drive,N,N/A,8,Error,P196
R38436,G897,M689,29,T713,T713,P197,T361,P196,P197,Drop,N,N/A,7,Winner,P829
R38438,G897,M689,31,T361,T713,P829,T361,P196,N/A,N/A,N,N/A,1,Error,P829
R38441,G897,M689,34,T361,T361,P462,T713,P197,P196,Drop,N,N/A,20,Error,P829
R38442,G897,M689,35,T361,T361,P462,T713,P829,N/A,"",N,N/A,2,Error,P829
R38443,G897,M689,36,T713,T361,P462,T713,P197,P196,Drop,N,N/A,10,Winner,P829
R38444,G897,M689,37,T361,T361,P196,T713,P829,P462,Drive,N,N/A,6,Error,P829
R38445,G897,M689,38,T713,T361,P196,T713,P197,P462,Drop,N,N/A,12,Winner,P829
R38446,G897,M689,39,T361,T713,P197,T361,P196,P829,Drop,N,N/A,6,Winner,P462
R38447,G897,M689,40,T361,T713,P829,T361,P462,P829,Drop,N,N/A,4,Winner,P462
R38739,G905,M697,8,T697,T717,P559,T697,P815,P832,Drop,N,N/A,8,Winner,P815
R38757,G905,M697,26,T697,T717,P559,T697,P815,P832,Drive,N,N/A,16,Winner,P815
R38732,G905,M697,1,T697,T717,P832,T697,P815,P832,Drive,N,N/A,8,Winner,P814
R38761,G905,M697,30,T697,T717,P832,T697,P814,P832,Drive,N,N/A,8,Winner,P815
R38767,G905,M697,36,T697,T717,P832,T697,P814,P559,Drive,N,N/A,10,Winner,P815
R38745,G905,M697,14,T717,T697,P815,T717,P559,P815,Drop,N,N/A,6,Winner,P559
R38759,G905,M697,28,T717,T697,P814,T717,P832,P814,Drive,N,N/A,18,Winner,P832
R38735,G905,M697,4,T717,T697,P814,T717,P832,P815,Drop,N,N/A,6,Winner,P559
R38748,G905,M697,17,T717,T697,P814,T717,P832,P815,Drop,N,N/A,12,Winner,P559
R38734,G905,M697,3,T717,T697,P815,T717,P559,P815,Drive,N,N/A,8,Winner,P559
R38736,G905,M697,5,T697,T717,P832,T697,P814,P832,Drop,N,N/A,6,Winner,P814
R38737,G905,M697,6,T717,T717,P559,T697,P815,P832,Drive,N,N/A,4,Error,P814
R38738,G905,M697,7,T717,T717,P559,T697,P814,P559,Drive,N,N/A,17,Winner,P832
R38743,G905,M697,12,T697,T697,P814,T717,P559,P814,Drive,N,N/A,7,Winner,P814
R38740,G905,M697,9,T697,T697,P814,T717,P832,P815,Drop,N,N/A,13,Winner,P815
R38741,G905,M697,10,T697,T697,P814,T717,P559,P814,Drop,N,N/A,15,Winner,P814
R38775,G905,M697,44,T697,T697,P814,T717,P559,P814,Drive,N,N/A,21,Winner,P815
R38733,G905,M697,2,T697,T697,P815,T717,P832,P815,Drop,N,N/A,8,Error,P559
R38742,G905,M697,11,T697,T697,P814,T717,P832,P814,Drive,N,N/A,10,Error,P559
R38744,G905,M697,13,T717,T697,P814,T717,P832,P814,Drive,N,N/A,8,Winner,P559
R38746,G905,M697,15,T697,T717,P832,T697,P814,N/A,N/A,N,N/A,1,Error,P832
R38747,G905,M697,16,T697,T717,P559,T697,P815,P832,Drive,N,N/A,5,Error,P832
R38749,G905,M697,18,T697,T697,P815,T717,P559,P815,Drive,N,N/A,4,Error,P559
R38750,G905,M697,19,T717,T697,P815,T717,P832,P815,Drop,N,N/A,4,Winner,P559
R37151,G867,M659,2,T671,T670,P197,T671,P793,P197,Drop,N,N/A,16,Winner,P794
R37152,G867,M659,3,T670,T670,P792,T671,P794,P792,Drop,N,N/A,7,Winner,P792
R37154,G867,M659,5,T671,T670,P792,T671,P794,P197,Drop,N,N/A,10,Winner,P794
R37161,G867,M659,12,T670,T670,P792,T671,P793,P197,Drop,N,N/A,7,Winner,P792
R37164,G867,M659,15,T671,T671,P793,T670,P197,P793,Drive,N,N/A,9,Winner,P793
R37169,G867,M659,20,T671,T671,P793,T670,P197,P794,Drop,N,N/A,15,Winner,P793
R37172,G867,M659,23,T670,T671,P793,T670,P792,P794,Drive,N,N/A,8,Winner,P197
R37150,G867,M659,1,T670,T671,P793,T670,P197,P794,Drive,N,N/A,3,Error,P794
R37153,G867,M659,4,T670,T670,P792,T671,P793,N/A,"",N,N/A,2,Error,P793
R37155,G867,M659,6,T671,T671,P793,T670,P197,P794,Drive,N,N/A,4,Error,P197
R37156,G867,M659,7,T671,T671,P793,T670,P792,N/A,"",N,N/A,2,Error,P792
R37157,G867,M659,8,T671,T671,P793,T670,P197,N/A,"",N,N/A,2,Error,P197
R37159,G867,M659,10,T670,T671,P794,T670,P197,P794,Drop,N,N/A,5,Error,P793
R37160,G867,M659,11,T671,T670,P197,T671,P794,P197,Drop,N,N/A,5,Error,P197
R37162,G867,M659,13,T671,T670,P792,T671,P794,P197,Drop,N,N/A,9,Error,P197
R37163,G867,M659,14,T670,T671,P794,T670,P792,N/A,N/A,N,N/A,1,Error,P794
R37165,G867,M659,16,T670,T671,P793,T670,P792,P794,Drop,N,N/A,3,Error,P794
R37166,G867,M659,17,T670,T670,P792,T671,P793,P792,Drop,N,N/A,10,Error,P794
R37167,G867,M659,18,T671,T670,P792,T671,P794,P792,Drop,N,N/A,3,Error,P792
R37168,G867,M659,19,T671,T670,P197,T671,P793,P792,Drop,N,N/A,8,Winner,P793
R37170,G867,M659,21,T671,T671,P793,T670,P792,P793,Drive,N,N/A,8,Error,P197
R37158,G867,M659,9,T670,T671,P793,T670,P792,P793,Drive,N,N/A,7,Error,P793
R37171,G867,M659,22,T671,T671,P793,T670,P197,P794,Drive,N,N/A,7,Winner,P794
R37173,G867,M659,24,T671,T671,P794,T670,P197,P793,Drop,N,N/A,4,Error,P792
R37174,G867,M659,25,T671,T671,P794,T670,P792,P794,Drive,N,N/A,6,Error,P197
R37175,G867,M659,26,T671,T671,P794,T670,P197,P793,Drop,N,N/A,8,Error,P792
R37176,G867,M659,27,T671,T671,P794,T670,P792,P794,Drive,N,N/A,6,Error,P197
R38454,G898,M690,5,T709,T714,P831,T709,P197,P830,Drive,N,N/A,10,Winner,P197
R38460,G898,M690,11,T709,T714,P830,T709,P197,P830,Drop,N,N/A,6,Winner,P822
R38450,G898,M690,1,T714,T709,P822,T714,P830,P197,Drive,N,N/A,8,Winner,P831
R38451,G898,M690,2,T709,T714,P830,T709,P822,P830,Drive,N,N/A,9,Error,P831
R38452,G898,M690,3,T714,T714,P831,T709,P197,P830,Drop,N,N/A,6,Error,P197
R38453,G898,M690,4,T714,T714,P831,T709,P822,P830,Drive,N,N/A,6,Error,P822
R38455,G898,M690,6,T714,T709,P822,T714,P830,N/A,N/A,N,N/A,1,Error,P822
R38456,G898,M690,7,T709,T709,P197,T714,P831,P197,Drop,N,N/A,4,Error,P830
R38457,G898,M690,8,T709,T709,P197,T714,P830,P197,Drive,N,N/A,4,Error,P830
R38458,G898,M690,9,T709,T709,P197,T714,P831,P197,Drive,N,N/A,4,Error,P830
R38459,G898,M690,10,T714,T709,P197,T714,P830,P197,Drop,N,N/A,5,Error,P197
R38461,G898,M690,12,T714,T714,P831,T709,P822,P830,Drop,N,N/A,4,Error,P822
R38462,G898,M690,13,T714,T714,P831,T709,P197,P830,Drop,N,N/A,4,Error,P822
R38463,G898,M690,14,T709,T714,P831,T709,P822,P830,Drive,N,N/A,4,Winner,P197
R37177,G868,M660,1,T652,T652,P767,T159,P194,P768,Drop,N,N/A,15,Winner,P767
R37183,G868,M660,7,T652,T159,P194,T652,P768,P197,Drop,N,N/A,6,Winner,P768
R37188,G868,M660,12,T652,T652,P768,T159,P197,P768,Drive,N,N/A,9,Winner,P768
R37190,G868,M660,14,T159,T652,P768,T159,P197,P768,Drop,N,N/A,14,Winner,P194
R37192,G868,M660,16,T652,T159,P194,T652,P767,P194,Drop,N,N/A,10,Winner,P768
R37195,G868,M660,19,T652,T652,P767,T159,P197,P768,Drop,N,N/A,9,Winner,P768
R37199,G868,M660,23,T652,T159,P194,T652,P768,P194,Drop,N,N/A,6,Winner,P768
R37202,G868,M660,26,T652,T652,P767,T159,P197,P768,Drop,N,N/A,19,Winner,P767
R37178,G868,M660,2,T652,T652,P767,T159,P197,N/A,"",N,N/A,2,Error,P197
R37179,G868,M660,3,T652,T652,P767,T159,P194,P768,Drive,N,N/A,16,Error,P197
R37180,G868,M660,4,T652,T652,P767,T159,P197,P767,Drive,N,N/A,3,Winner,P767
R37181,G868,M660,5,T652,T652,P767,T159,P194,P767,Drive,N,N/A,3,Winner,P767
R37182,G868,M660,6,T159,T652,P767,T159,P197,P767,Drive,N,N/A,3,Error,P767
R37185,G868,M660,9,T652,T652,P768,T159,P194,P768,Drive,N,N/A,4,Error,P197
R37186,G868,M660,10,T652,T652,P768,T159,P197,P768,Drive,N,N/A,7,Winner,P767
R37187,G868,M660,11,T652,T652,P768,T159,P194,P767,Drive,N,N/A,8,Error,P197
R37189,G868,M660,13,T652,T652,P768,T159,P194,P767,Drive,N,N/A,5,Winner,P768
R37191,G868,M660,15,T159,T652,P767,T159,P194,N/A,N/A,N,N/A,1,Error,P767
R37193,G868,M660,17,T652,T159,P197,T652,P768,P194,Drive,N,N/A,3,Error,P194
R37194,G868,M660,18,T652,T652,P767,T159,P194,P768,Drive,N,N/A,4,Error,P197
R37196,G868,M660,20,T159,T652,P767,T159,P194,P768,Drop,N,N/A,5,Error,P767
R37197,G868,M660,21,T652,T652,P768,T159,P197,P767,Drive,N,N/A,4,Error,P197
R37184,G868,M660,8,T652,T159,P197,T652,P767,P197,Drop,N,N/A,5,Error,P197
R37198,G868,M660,22,T159,T652,P768,T159,P194,P768,Drop,N,N/A,5,Error,P768
R37200,G868,M660,24,T652,T159,P197,T652,P767,P197,Drop,N,N/A,5,Error,P194
R37201,G868,M660,25,T159,T652,P768,T159,P194,P768,Drive,N,N/A,3,Error,P768
R37203,G868,M660,27,T652,T652,P767,T159,P194,P767,Drop,N,N/A,4,Error,P197
R38464,G898,M690,15,T709,T709,P197,T714,P830,P197,Drop,N,N/A,6,Error,P831
R38465,G898,M690,16,T709,T709,P197,T714,P831,P197,Drop,N,N/A,5,Winner,P197
R38466,G898,M690,17,T709,T709,P197,T714,P830,P197,Drop,N,N/A,9,Winner,P197
R38471,G898,M690,22,T714,T714,P830,T709,P822,P830,Drive,N,N/A,4,Error,P822
R38472,G898,M690,23,T709,T714,P830,T709,P197,P830,Drop,N,N/A,8,Winner,P197
R38473,G898,M690,24,T709,T714,P831,T709,P822,P830,Drop,N,N/A,3,Error,P830
R38474,G898,M690,25,T709,T709,P822,T714,P831,P197,Drive,N,N/A,7,Winner,P197
R38476,G898,M690,27,T709,T709,P197,T714,P831,P197,Drop,N,N/A,7,Winner,P197
R38467,G898,M690,18,T709,T709,P197,T714,P831,P197,Drop,N,N/A,7,Winner,P197
R38468,G898,M690,19,T714,T709,P197,T714,P830,N/A,N/A,N,N/A,1,Error,P197
R38469,G898,M690,20,T709,T709,P822,T714,P831,P197,Drop,N,N/A,4,Error,P830
R38470,G898,M690,21,T714,T709,P822,T714,P830,P197,Drive,N,N/A,3,Error,P197
R38475,G898,M690,26,T714,T709,P822,T714,P830,N/A,N/A,N,N/A,1,Error,P822
R38477,G898,M690,28,T714,T709,P197,T714,P830,P197,Drop,N,N/A,6,Winner,P830
R37205,G869,M661,2,T628,T628,P739,T159,P194,P740,Drive,N,N/A,11,Winner,P740
R37209,G869,M661,6,T628,T159,P194,T628,P739,P194,Drop,N,N/A,8,Winner,P739
R37211,G869,M661,8,T628,T628,P740,T159,P197,P739,Drop,N,N/A,9,Winner,P740
R37204,G869,M661,1,T628,T159,P194,T628,P739,P194,Drop,N,N/A,11,Error,P197
R37206,G869,M661,3,T159,T628,P739,T159,P197,P739,Drive,N,N/A,7,Error,P739
R37207,G869,M661,4,T159,T628,P740,T159,P194,P739,Drop,N,N/A,5,Error,P740
R37208,G869,M661,5,T159,T159,P194,T628,P740,N/A,"",N,N/A,2,Error,P740
R37210,G869,M661,7,T628,T159,P197,T628,P740,P194,Drop,N,N/A,6,Winner,P740
R37212,G869,M661,9,T628,T628,P740,T159,P194,N/A,"",N,N/A,2,Error,P194
R37213,G869,M661,10,T159,T628,P740,T159,P197,N/A,N/A,N,N/A,1,Error,P740
R37214,G869,M661,11,T159,T628,P739,T159,P194,P739,Drop,N,N/A,5,Error,P740
R37215,G869,M661,12,T628,T159,P197,T628,P740,P194,Drop,N,N/A,3,Error,P194
R37216,G869,M661,13,T628,T159,P194,T628,P739,P197,Drive,N,N/A,5,Error,P197
R37217,G869,M661,14,T628,T628,P740,T159,P197,P740,Drive,N,N/A,6,Error,P197
R37218,G869,M661,15,T628,T628,P740,T159,P194,P740,Drop,N,N/A,9,Winner,P739
R37219,G869,M661,16,T628,T628,P740,T159,P197,N/A,"",N,N/A,2,Error,P197
R37220,G869,M661,17,T159,T628,P740,T159,P194,P739,Drop,N,N/A,25,Error,P740
R37221,G869,M661,18,T628,T628,P739,T159,P197,P739,Drop,N,N/A,6,Error,P197
R37222,G869,M661,19,T628,T628,P739,T159,P194,P739,Drop,N,N/A,6,Error,P194
R37223,G869,M661,20,T628,T628,P739,T159,P197,P739,Drive,N,N/A,4,Error,P197
R37224,G869,M661,21,T628,T628,P739,T159,P194,P740,Drop,N,N/A,8,Error,P194
R37227,G869,M661,24,T628,T159,P197,T628,P740,P197,Drop,N,N/A,6,Winner,P740
R37230,G869,M661,27,T628,T159,P194,T628,P739,P197,Drive,N,N/A,6,Winner,P740
R37225,G869,M661,22,T159,T628,P739,T159,P197,P739,Drive,N,N/A,9,Error,P740
R37226,G869,M661,23,T159,T159,P197,T628,P739,P194,Drop,N,N/A,8,Error,P739
R37228,G869,M661,25,T159,T159,P194,T628,P739,N/A,"",N,N/A,2,Error,P739
R37229,G869,M661,26,T159,T159,P194,T628,P740,P194,Drive,N,N/A,4,Error,P740
R37231,G869,M661,28,T628,T628,P739,T159,P194,P739,Drive,N,N/A,4,Error,P194
R37232,G869,M661,29,T628,T628,P739,T159,P197,P739,Drive,N,N/A,3,Winner,P739
R37233,G869,M661,30,T628,T628,P739,T159,P194,P739,Drop,N,N/A,5,Winner,P740
R37234,G869,M661,31,T159,T628,P739,T159,P197,P739,Drop,N,N/A,3,Error,P739
R37235,G869,M661,32,T628,T628,P740,T159,P194,P739,Drive,N,N/A,5,Winner,P740
R37236,G869,M661,33,T628,T628,P740,T159,P197,P740,Drive,N,N/A,4,Error,P194
R38478,G898,M690,29,T709,T714,P831,T709,P822,N/A,Lob,N,N/A,3,Error,P830
R38479,G898,M690,30,T709,T714,P830,T709,P197,P830,Drive,N,N/A,3,Error,P830
R38480,G898,M690,31,T714,T709,P822,T714,P831,P197,Drop,N,N/A,5,Error,P197
R38481,G898,M690,32,T709,T709,P197,T714,P830,P197,Drive,N,N/A,8,Error,P830
R38751,G905,M697,20,T717,T717,P832,T697,P815,N/A,"",N,N/A,2,Error,P815
R38752,G905,M697,21,T717,T717,P832,T697,P814,P832,Drive,N,N/A,5,Winner,P832
R38753,G905,M697,22,T717,T717,P832,T697,P815,N/A,"",N,N/A,2,Error,P815
R38754,G905,M697,23,T717,T717,P832,T697,P814,P832,Drive,N,N/A,11,Winner,P832
R37237,G870,M662,1,T677,T159,P194,T677,P800,P194,Drop,N,N/A,20,Winner,P487
R37238,G870,M662,2,T677,T677,P800,T159,P194,P800,Drop,N,N/A,13,Winner,P800
R37241,G870,M662,5,T677,T159,P194,T677,P487,P194,Drop,N,N/A,6,Winner,P487
R37243,G870,M662,7,T159,T677,P487,T159,P194,P487,Drive,N,N/A,6,Winner,P194
R37250,G870,M662,14,T159,T677,P487,T159,P197,P487,Drive,N,N/A,8,Winner,P194
R37252,G870,M662,16,T677,T159,P197,T677,P487,P197,Drive,N,N/A,16,Winner,P487
R37255,G870,M662,19,T677,T159,P194,T677,P800,P194,Drop,N,N/A,18,Winner,P800
R37256,G870,M662,20,T159,T677,P487,T159,P197,P487,Drive,N,N/A,8,Winner,P197
R37257,G870,M662,21,T159,T677,P800,T159,P194,P487,Drop,N,N/A,6,Winner,P194
R37259,G870,M662,23,T159,T159,P197,T677,P800,P194,Drop,N,N/A,9,Winner,P197
R37260,G870,M662,24,T677,T159,P197,T677,P487,P197,Drive,N,N/A,12,Winner,P800
R37264,G870,M662,28,T677,T677,P800,T159,P197,P800,Drop,N,N/A,13,Winner,P487
R37267,G870,M662,31,T159,T677,P800,T159,P194,P487,Drop,N,N/A,6,Winner,P194
R37269,G870,M662,33,T677,T159,P197,T677,P800,P197,Drive,N,N/A,6,Winner,P487
R37271,G870,M662,35,T677,T677,P487,T159,P194,P487,Drive,N,N/A,13,Winner,P487
R37274,G870,M662,38,T677,T677,P487,T159,P197,P800,Drop,N,N/A,7,Winner,P487
R37239,G870,M662,3,T159,T677,P800,T159,P197,P800,Drop,N,N/A,7,Error,P487
R37240,G870,M662,4,T159,T677,P487,T159,P194,P487,Drive,N,N/A,4,Winner,P197
R37276,G870,M662,40,T159,T677,P800,T159,P197,P800,Drop,N,N/A,8,Winner,P194
R37278,G870,M662,42,T159,T159,P197,T677,P800,P194,Drop,N,N/A,9,Winner,P194
R37280,G870,M662,44,T677,T159,P197,T677,P800,P194,Drop,N,N/A,6,Winner,P487
R37281,G870,M662,45,T677,T677,P487,T159,P194,P487,Drop,N,N/A,9,Winner,P800
R37287,G870,M662,51,T159,T677,P487,T159,P197,P800,Drop,N,N/A,4,Winner,P197
R37289,G870,M662,53,T677,T159,P194,T677,P487,P194,Drop,N,N/A,8,Winner,P800
R37291,G870,M662,55,T159,T159,P197,T677,P487,P197,Drop,N,N/A,9,Winner,P197
R37294,G870,M662,58,T159,T677,P487,T159,P194,P800,Drive,N,N/A,6,Winner,P194
R37298,G870,M662,62,T159,T677,P800,T159,P194,P487,Drop,N,N/A,6,Winner,P197
R37242,G870,M662,6,T677,T159,P197,T677,P800,P194,Drive,N,N/A,7,Error,P197
R37244,G870,M662,8,T677,T677,P800,T159,P197,P800,Drop,N,N/A,4,Error,P197
R37245,G870,M662,9,T677,T677,P800,T159,P194,P800,Drop,N,N/A,7,Winner,P800
R37246,G870,M662,10,T159,T677,P800,T159,P197,P487,Drive,N,N/A,3,Error,P487
R37247,G870,M662,11,T159,T159,P194,T677,P487,P194,Drop,N,N/A,6,Error,P487
R37248,G870,M662,12,T677,T159,P194,T677,P800,P197,Drop,N,N/A,10,Winner,P800
R37249,G870,M662,13,T677,T159,P197,T677,P487,P197,Drop,N,N/A,12,Winner,P800
R37251,G870,M662,15,T159,T677,P800,T159,P194,P487,Drive,N,N/A,3,Error,P487
R37253,G870,M662,17,T159,T159,P194,T677,P800,N/A,"",N,N/A,2,Error,P800
R37254,G870,M662,18,T159,T159,P194,T677,P487,P194,Drop,N,N/A,6,Error,P487
R37258,G870,M662,22,T159,T159,P197,T677,P487,P194,Drop,N,N/A,14,Error,P487
R37261,G870,M662,25,T677,T159,P194,T677,P800,P197,Drive,N,N/A,12,Winner,P800
R37262,G870,M662,26,T677,T677,P487,T159,P197,P487,Drive,N,N/A,4,Error,P197
R37263,G870,M662,27,T159,T677,P487,T159,P194,P487,Drive,N,N/A,5,Error,P487
R37265,G870,M662,29,T677,T677,P800,T159,P194,N/A,"",N,N/A,2,Error,P194
R37266,G870,M662,30,T677,T677,P800,T159,P197,N/A,"",N,N/A,2,Error,P197
R37268,G870,M662,32,T159,T159,P197,T677,P487,P197,Drop,N,N/A,4,Error,P487
R37270,G870,M662,34,T677,T159,P194,T677,P487,P197,Drop,N,N/A,3,Error,P197
R37272,G870,M662,36,T677,T677,P487,T159,P197,P800,Drop,N,N/A,6,Error,P194
R37273,G870,M662,37,T677,T677,P487,T159,P194,P487,Drive,N,N/A,9,Winner,P800
R37275,G870,M662,39,T159,T677,P487,T159,P194,P487,Drive,N,N/A,3,Error,P487
R37277,G870,M662,41,T677,T159,P194,T677,P487,P197,Drop,N,N/A,5,Error,P194
R37279,G870,M662,43,T159,T159,P197,T677,P487,N/A,"",N,N/A,2,Error,P487
R37282,G870,M662,46,T159,T677,P487,T159,P197,P800,Drive,N,N/A,5,Error,P800
R37283,G870,M662,47,T159,T677,P800,T159,P194,P800,Drop,N,N/A,7,Error,P800
R37284,G870,M662,48,T677,T159,P194,T677,P800,P194,Drop,N,N/A,5,Error,P194
R37285,G870,M662,49,T677,T159,P197,T677,P487,P197,Drop,N,N/A,9,Error,P197
R37286,G870,M662,50,T159,T677,P800,T159,P194,P487,Drive,N,N/A,3,Error,P487
R37288,G870,M662,52,T159,T159,P194,T677,P800,P197,Drive,N,N/A,5,Winner,P197
R37290,G870,M662,54,T159,T159,P197,T677,P800,P197,Drop,N,N/A,12,Error,P487
R37292,G870,M662,56,T677,T159,P197,T677,P800,P194,Drop,N,N/A,6,Winner,P487
R37293,G870,M662,57,T159,T677,P800,T159,P197,P800,Drive,N,N/A,3,Error,P800
R37295,G870,M662,59,T159,T159,P197,T677,P800,P194,Drop,N,N/A,12,Error,P487
R37296,G870,M662,60,T677,T159,P197,T677,P487,P197,Drop,N,N/A,11,Error,P197
R37297,G870,M662,61,T677,T159,P194,T677,P800,P194,Drop,N,N/A,3,Error,P194
R37299,G870,M662,63,T677,T677,P487,T159,P197,P800,Drop,N,N/A,9,Winner,P487
R37300,G870,M662,64,T159,T677,P487,T159,P194,P487,Drive,N,N/A,9,Error,P487
R37301,G870,M662,65,T159,T159,P194,T677,P487,P197,Drop,N,N/A,4,Error,P800
R37302,G870,M662,66,T159,T159,P194,T677,P800,P194,Drop,N,N/A,10,Error,P487
R37303,G870,M662,67,T159,T159,P194,T677,P487,P194,Drop,N,N/A,6,Error,P800
R38499,G899,M691,18,T712,T712,P827,T709,P197,P828,Drive,N,N/A,9,Winner,P828
R38501,G899,M691,20,T712,T712,P827,T709,P197,P827,Drive,N,N/A,9,Winner,P827
R38505,G899,M691,24,T709,T709,P197,T712,P828,P197,Drive,N,N/A,9,Winner,P197
R38482,G899,M691,1,T709,T712,P827,T709,P822,P827,Drive,N,N/A,3,Error,P827
R38483,G899,M691,2,T709,T709,P822,T712,P827,P197,Drive,N,N/A,6,Error,P828
R38484,G899,M691,3,T709,T709,P822,T712,P828,P197,Drive,N,N/A,4,Error,P827
R38485,G899,M691,4,T709,T709,P822,T712,P827,P197,Drive,N,N/A,4,Error,P827
R38486,G899,M691,5,T709,T709,P822,T712,P828,P197,Drive,N,N/A,4,Error,P828
R38487,G899,M691,6,T712,T709,P822,T712,P827,P822,Drop,N,N/A,10,Winner,P828
R38488,G899,M691,7,T712,T709,P197,T712,P828,P197,Drive,N,N/A,3,Error,P197
R38489,G899,M691,8,T709,T712,P827,T709,P822,P827,Drive,N,N/A,3,Error,P827
R38491,G899,M691,10,T709,T712,P828,T709,P822,N/A,N/A,N,N/A,1,Error,P828
R38492,G899,M691,11,T712,T709,P822,T712,P828,P197,Drive,N,N/A,3,Error,P197
R38493,G899,M691,12,T709,T709,P197,T712,P827,P197,Drop,N,N/A,4,Error,P828
R38494,G899,M691,13,T709,T709,P197,T712,P828,P197,Drive,N,N/A,4,Error,P827
R37308,G871,M663,5,T678,T678,P605,T159,P197,P605,Drive,N,N/A,11,Winner,P801
R37309,G871,M663,6,T678,T678,P605,T159,P194,P801,Drop,N,N/A,11,Winner,P801
R37319,G871,M663,16,T159,T678,P605,T159,P194,P801,Drop,N,N/A,6,Winner,P194
R37314,G871,M663,11,T159,T678,P605,T159,P197,P801,Drop,N,N/A,14,Winner,P194
R37317,G871,M663,14,T159,T678,P801,T159,P194,P605,Drop,N,N/A,6,Winner,P194
R37338,G871,M663,35,T159,T159,P197,T678,P605,P197,Drop,N,N/A,9,Winner,P197
R37304,G871,M663,1,T159,T678,P801,T159,P194,P801,Drop,N,N/A,5,Error,P801
R37307,G871,M663,4,T159,T678,P801,T159,P194,N/A,N/A,N,N/A,1,Error,P801
R37310,G871,M663,7,T159,T678,P605,T159,P197,P801,Drop,N,N/A,6,Winner,P197
R37313,G871,M663,10,T159,T678,P801,T159,P194,N/A,Lob,N,N/A,3,Error,P801
R37318,G871,M663,15,T678,T678,P605,T159,P197,P801,Drop,N,N/A,11,Winner,P801
R37334,G871,M663,31,T159,T678,P605,T159,P194,P801,Drop,N,N/A,3,Error,P801
R37335,G871,M663,32,T159,T678,P801,T159,P197,P605,Lob,N,N/A,11,Error,P801
R37336,G871,M663,33,T678,T159,P194,T678,P605,P194,Drop,N,N/A,6,Winner,P801
R37337,G871,M663,34,T159,T159,P197,T678,P801,P197,Drop,N,N/A,6,Error,P801
R37312,G871,M663,9,T678,T159,P197,T678,P605,P194,Drive,N,N/A,8,Winner,P605
R37339,G871,M663,36,T159,T159,P197,T678,P801,P197,Drop,N,N/A,9,Winner,P197
